CALENDAR_YEAR,COUNTY,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,
2015,Hamilton,"OTHER TRANSPORTATION, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,MISCELLANEOUS TRANSPORTATION,Equipment and Capital Outlay,223486.2,
2015,Hamilton,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,27300,
2015,Hamilton,OTHER LIABILITIES,BALANCE SHEET,LIABILITIES,,,,0.01,
2015,Hamilton,PRIOR PERIOD ADJ - DECREASE IN FUND EQUITY,CHANGE IN EQUITY,DECREASE IN EQUITY,,,,55629,
2015,Hamilton,FUND EQUITY - BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,913067.32,
2015,Hamilton,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,857438.32,
2015,Hamilton,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,1483497.85,
2015,Hamilton,"EMERGENCY DISASTER WORK, EQUIP & CAP OUT",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,DISASTER RESPONSE,Equipment and Capital Outlay,,
2015,Hamilton,"EMERGENCY DISASTER WORK, CONTR",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,DISASTER RESPONSE,Contractual,18197.11,
2015,Hamilton,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,1483497.85,
2015,Hamilton,LAND,BALANCE SHEET,FIXED ASSETS,,,,255293,
2015,Hamilton,BUILDINGS,BALANCE SHEET,FIXED ASSETS,,,,6826019,
2015,Hamilton,IMPROVEMENTS OTHER THAN BUILDINGS,BALANCE SHEET,FIXED ASSETS,,,,2621916,
2015,Hamilton,MACHINERY & EQUIPMENT,BALANCE SHEET,FIXED ASSETS,,,,6776140.38,
2015,Hamilton,CONSTRUCTION WORK IN PROGRESS,BALANCE SHEET,FIXED ASSETS,,,,,
2015,Hamilton,INFRASTRUCTURE,BALANCE SHEET,FIXED ASSETS,,,,17303627,
2015,Hamilton,TOTAL NON-CURRENT GOVT ASSETS,BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,33782995.38,
2015,Hamilton,CASH,BALANCE SHEET,CURRENT ASSETS,,,,320106.87,
2015,Hamilton,"CASH, COURT & TRUST",BALANCE SHEET,CURRENT ASSETS,,,,20971.04,
2015,Hamilton,BAIL DEPOSITS,BALANCE SHEET,CURRENT LIABILITIES,,,,6500,
2015,Hamilton,TAX REDEMPTIONS,BALANCE SHEET,CURRENT LIABILITIES,,,,5604.28,
2015,Hamilton,DUE FROM OTHER GOVERNMENTS,BALANCE SHEET,CURRENT ASSETS,,,,15191.5,
2015,Hamilton,SOCIAL SERVICES TRUST,BALANCE SHEET,CURRENT LIABILITIES,,,,1865,
2015,Hamilton,MORTGAGE TAX,BALANCE SHEET,CURRENT LIABILITIES,,,,45925.5,
2015,Hamilton,COURT & TRUST FUND,BALANCE SHEET,CURRENT LIABILITIES,,,,20971.04,
2015,Hamilton,0THER FUNDS (SPECIFY),BALANCE SHEET,CURRENT LIABILITIES,,,,275403.59,
2015,Hamilton,TOTAL NON-CURRENT GOVT LIABILITIES,BALANCE SHEET,PROVISION FOR LONG TERM LIABILITIES,,,,271539,
2015,Hamilton,COMPENSATED ABSENCES,BALANCE SHEET,LIABILITIES,,,,271539,
2015,Herkimer,REAL PROPERTY TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,REAL PROPERTY TAXES,,25809874,
2015,Herkimer,"LEGISLATIVE BOARD, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,329124,
2015,Herkimer,"LEGISLATIVE BOARD, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,32662,
2015,Herkimer,"LEGISLATIVE BOARD, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,364107,
2015,Herkimer,"CLERK OF LEGIS BOARD,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,102925,
2015,Herkimer,"CLERK OF LEGIS BOARD,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,4078,
2015,Herkimer,"CLERK OF LEGIS BOARD,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,65062,
2015,Herkimer,GAIN FROM SALE OF TAX ACQ PROPERTY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,GAIN FROM SALE OF TAX ACQUIRED PROPERTY,,245315,
2015,Herkimer,OTHER PAYMENTS IN LIEU OF TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,PAYMENTS IN LIEU OF TAXES,,260940,
2015,Herkimer,OTHER TAX ITEMS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,MISCELLANEOUS TAX ITEMS,,226627,
2015,Herkimer,INTEREST & PENALTIES ON REAL PROP TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,INTEREST & PENALTIES,,1514038,
2015,Herkimer,SALES AND USE TAX,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,SALES TAX,,30836421,
2015,Herkimer,EMERGENCY TELEPHONE SYSTEM SURCHARGE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER NON-PROPERTY TAXES,EMERGENCY TELEPHONE SYSTEM SURCHARGE,,213742,
2015,Herkimer,"DISTRICT ATTORNEY, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,587780,
2015,Herkimer,"DISTRICT ATTORNEY,EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,23621,
2015,Herkimer,"DISTRICT ATTORNEY,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,131233,
2015,Herkimer,"DISTRICT ATTORNEY,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,271008,
2015,Herkimer,"PUBLIC DEFENDER,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,,
2015,Herkimer,"PUBLIC DEFENDER,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,436921,
2015,Herkimer,"PUBLIC DEFENDER,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,,
2015,Herkimer,"MED EXAMINERS & CORONERS,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,17672,
2015,Herkimer,"MED EXAMINERS & CORONERS,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,84011,
2015,Herkimer,"MED EXAMINERS & CORONERS,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,3598,
2015,Herkimer,TREASURER FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,24880,
2015,Herkimer,CHARGES FOR TAX REDEMPTION,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,132449,
2015,Herkimer,ASSESSORS FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,157880,
2015,Herkimer,CLERK FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,1188858,
2015,Herkimer,PERSONNEL FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,7685,
2015,Herkimer,ATTORNEY FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,25037,
2015,Herkimer,OTHER GENERAL DEPARTMENTAL INCOME,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,1006401,
2015,Herkimer,"AUDITOR, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,103410,
2015,Herkimer,"AUDITOR, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,25840,
2015,Herkimer,"AUDITOR, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,86698,
2015,Herkimer,"TREASURER, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,180076,
2015,Herkimer,"TREASURER, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,157139,
2015,Herkimer,"TREASURER, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,141505,
2015,Herkimer,"TAX COLLECTION,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,127214,
2015,Herkimer,"TAX COLLECTION,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,45308,
2015,Herkimer,"TAX COLLECTION,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,85008,
2015,Herkimer,"BUDGET, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,99333,
2015,Herkimer,"BUDGET, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,71773,
2015,Herkimer,"BUDGET, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,91272,
2015,Herkimer,"ASSESSMENT, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,244608,
2015,Herkimer,"ASSESSMENT, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,,
2015,Herkimer,"ASSESSMENT, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,118463,
2015,Herkimer,"ASSESSMENT, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,192512,
2015,Herkimer,"TAX ADVERTISING, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,19232,
2015,Herkimer,"EXP ON PROP ACQ FOR TAXES, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,4408,
2015,Herkimer,"CLERK,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,601040,
2015,Herkimer,"CLERK,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,127077,
2015,Herkimer,"CLERK,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,449597,
2015,Herkimer,"LAW, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,290556,
2015,Herkimer,"LAW, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,20084,
2015,Herkimer,"LAW, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,218549,
2015,Herkimer,"PERSONNEL, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,192815,
2015,Herkimer,"PERSONNEL, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,63790,
2015,Herkimer,"PERSONNEL, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,112101,
2015,Herkimer,"ELECTIONS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,150300,
2015,Herkimer,"ELECTIONS, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,274,
2015,Herkimer,"ELECTIONS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,168003,
2015,Herkimer,"ELECTIONS, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,122260,
2015,Herkimer,"RECORDS MGMT, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,,
2015,Herkimer,SHERIFF FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,141245,
2015,Herkimer,RESTITUTION SURCHARGE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,2962,
2015,Herkimer,OTHER PUBLIC SAFETY DEPARTMENTAL INCOME,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,308328,
2015,Herkimer,PUBLIC HEALTH FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,HEALTH FEES,,57510,
2015,Herkimer,MENTAL HEALTH FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,HEALTH FEES,,877867,
2015,Herkimer,"BUILDINGS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,311200,
2015,Herkimer,"BUILDINGS, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,22150,
2015,Herkimer,"BUILDINGS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,313776,
2015,Herkimer,"BUILDINGS, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,159220,
2015,Herkimer,EARLY INTERVEN FEES FOR SERV,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,HEALTH FEES,,29859,
2015,Herkimer,"CENTRAL COMM SYSTEM, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,2484,
2015,Herkimer,"CENTRAL PRINT & MAIL,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,32303,
2015,Herkimer,"CENTRAL PRINT & MAIL,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,6504,
2015,Herkimer,"CENTRAL DATA PROCESS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,259027,
2015,Herkimer,CENTRAL DATA PROCESS & CAP OUTLAY,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,98808,
2015,Herkimer,"CENTRAL DATA PROCESS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,137760,
2015,Herkimer,"CENTRAL DATA PROCESS, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,133355,
2015,Herkimer,OTHER HEALTH DEPARTMENTAL INCOME,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,HEALTH FEES,,21500,
2015,Herkimer,"SELF INSURANCE ADMIN, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,264274,
2015,Herkimer,REPAY OF MEDICAL ASSISTANCE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,384888,
2015,Herkimer,REPAYMENT OF FAMILY ASSISTANCE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,274361,
2015,Herkimer,MEDICAL INCENTIVE EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,49194,
2015,Herkimer,REPAYMENT OF CHILD CARE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,115266,
2015,Herkimer,"REPAY OF ADULT CARE, PUBL INSTI",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,,
2015,Herkimer,REPAYMENT OF SAFETY NET ASSISTANCE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,147856,
2015,Herkimer,REPAYMENT OF HOME ENERGY ASSIS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,135123,
2015,Herkimer,REPAYMENT OF EMERGENCY CARE FOR ADULTS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,1514,
2015,Herkimer,REPAYMENTS OF DAY CARE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,30314,
2015,Herkimer,SOCIAL SERVICES CHARGES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,115929,
2015,Herkimer,"UNALLOCATED INSURANCE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,,
2015,Herkimer,"MUNICIPAL ASSN DUES, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,9306,
2015,Herkimer,"JUDGEMENTS AND CLAIMS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,JUDGEMENTS,Contractual,2500,
2015,Herkimer,CHARGES-PROGRAMS FOR THE AGING,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,220260,
2015,Herkimer,DISTRIBUTION OF SALES TAX,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,COUNTY DISTRIBUTION OF SALES TAX,Contractual,8842083,
2015,Herkimer,OTHER ECONOMIC ASSISTANCE & OPPORTUNITY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SOCIAL SERVICES FEES,,137,
2015,Herkimer,CASH,BALANCE SHEET,CURRENT ASSETS,,,,9362173,
2015,Herkimer,PETTY CASH,BALANCE SHEET,CURRENT ASSETS,,,,5040,
2015,Herkimer,DEPARTMENTAL CASH,BALANCE SHEET,CURRENT ASSETS,,,,250,
2015,Herkimer,"GENERAL SERVICES, INTER GOVERNMENT",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,GENERAL GOVERNMENT CHARGES,,73669,
2015,Herkimer,ELECTION SERVICE CHARGES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,GENERAL GOVERNMENT CHARGES,,71,
2015,Herkimer,"DATA PROCESSING, OTHER GOVTS",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,GENERAL GOVERNMENT CHARGES,,595280,
2015,Herkimer,COMMUNITY COLLEGE CAPITAL COST,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,EDUCATION CHARGES,,540822,
2015,Herkimer,PUBLIC SAFETY SERVICES FOR OTHER GOVTS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,PUBLIC SAFETY CHARGES,,36104,
2015,Herkimer,"CASH, SPECIAL RESERVES",BALANCE SHEET,CURRENT ASSETS,,,,19437798,
2015,Herkimer,"ECON ASSIST, OTHER GOVTS",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,SOCIAL SERVICES CHARGES,,22875,
2015,Herkimer,"YOUTH RECREATION SERVICES, OTHER GOVTS",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,CULTURE AND RECREATION CHARGES,,72280,
2015,Herkimer,"PROGRAMS FOR AGING, OTHER GOVTS",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,CULTURE AND RECREATION CHARGES,,860,
2015,Herkimer,INTEREST AND EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,57056,
2015,Herkimer,RENTAL OF REAL PROPERTY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,RENTAL OF PROPERTY,,477607,
2015,Herkimer,COMMISSIONS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,14046,
2015,Herkimer,"COMMUNITY COLLEGE TUITION,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EDUCATION,COMMUNITY COLLEGE,Contractual,1054190,
2015,Herkimer,"CONTRIBUTION,COMMUNITY COLLEGE,CONTR EXPEN",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EDUCATION,COMMUNITY COLLEGE,Contractual,1886045,
2015,Herkimer,"TAXES RECEIVABLE, CURRENT",BALANCE SHEET,CURRENT ASSETS,,,,2163,
2015,Herkimer,GAMES OF CHANCE,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,88,
2015,Herkimer,"LICENSES, OTHER",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,16509,
2015,Herkimer,"TAXES RECEIVABLE, OVERDUE",BALANCE SHEET,CURRENT ASSETS,,,,4662516,
2015,Herkimer,FINES AND FORFEITED BAIL,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FINES,,5198,
2015,Herkimer,STOP-DWI FINES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FINES,,135275,
2015,Herkimer,FORFEITURES OF DEPOSITS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FORFEITURES,,1268,
2015,Herkimer,FORFEITURE OF CRIME PRCEEDS RESTRICTED,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FORFEITURES,,79129,
2015,Herkimer,SALES OF SCRAP & EXCESS MATERIALS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,11244,
2015,Herkimer,SALES OF REFUSE FOR RECYCLING,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,860,
